price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Private room,room_type_Shared room
745,1,0,1,0,False,True,False,False,False,False
140,30,5,12,0,False,True,False,False,False,False
35,1,9,1,0,True,False,False,False,True,False
85,3,91,2,50,False,False,True,False,False,False
111,1,4,1,0,False,True,False,False,True,False
399,90,5,1,365,False,True,False,False,False,False
40,1,39,4,351,False,False,True,False,False,True
180,5,12,2,189,True,False,False,False,True,False
150,2,198,1,92,True,False,False,False,False,False
63,1,52,2,276,False,True,False,False,True,False
84,3,17,1,0,True,False,False,False,True,False
33,2,103,2,282,False,False,False,False,True,False
50,5,1,1,35,True,False,False,False,True,False
125,2,10,1,256,False,True,False,False,True,False
140,7,16,1,1,True,False,False,False,False,False
85,5,0,1,0,True,False,False,False,False,False
250,1,50,5,365,True,False,False,False,False,False
395,7,0,1,0,False,True,False,False,False,False
140,1,49,1,16,False,True,False,False,False,False
190,5,15,1,0,False,True,False,False,False,False
91,2,166,1,38,True,False,False,False,False,False
40,4,34,2,105,True,False,False,False,True,False
72,3,7,1,0,False,False,True,False,False,False
130,3,115,1,49,True,False,False,False,False,False
90,1,6,1,0,True,False,False,False,True,False
100,15,2,3,313,False,True,False,False,True,False
150,1,225,4,0,False,True,False,False,True,False
62,10,32,1,144,False,True,False,False,True,False
100,7,5,1,0,False,True,False,False,False,False
150,1,207,4,0,False,True,False,False,True,False
95,2,3,1,6,False,True,False,False,False,False
170,1,8,2,0,True,False,False,False,False,False
40,7,16,4,130,True,False,False,False,True,False
54,9,23,8,135,True,False,False,False,True,False
30,1,4,1,0,True,False,False,False,True,False
150,6,51,2,66,False,True,False,False,False,False
250,2,33,1,7,False,True,False,False,False,False
50,1,1,4,0,True,False,False,False,True,False
120,1,1,1,0,True,False,False,False,False,False
410,30,3,2,346,False,True,False,False,False,False
73,45,3,1,21,True,False,False,False,False,False
1170,80,0,121,365,False,True,False,False,False,False
139,1,6,3,0,False,True,False,False,True,False
149,5,11,1,0,False,True,False,False,False,False
185,2,241,1,22,False,True,False,False,False,False
230,5,10,1,0,False,True,False,False,True,False
175,1,49,1,4,False,True,False,False,False,False
325,1,264,2,47,True,False,False,False,False,False
100,4,0,1,270,True,False,False,False,False,True
80,12,27,3,88,False,True,False,False,False,False
135,28,29,1,268,True,False,False,False,False,False
32,60,3,1,0,False,False,True,False,True,False
261,4,196,1,125,False,True,False,False,False,False
60,3,0,1,0,True,False,False,False,False,False
57,2,91,4,228,True,False,False,False,True,False
225,2,62,1,231,False,True,False,False,False,False
115,2,0,1,0,False,False,True,False,True,False
200,2,5,1,0,False,True,False,False,False,False
699,6,0,1,0,False,True,False,False,False,False
65,2,81,4,131,True,False,False,False,True,False
150,2,1,2,0,True,False,False,False,False,False
375,3,3,2,0,False,True,False,False,False,False
45,1,9,1,0,True,False,False,False,True,False
165,10,31,1,55,False,True,False,False,False,False
1150,7,2,1,0,True,False,False,False,False,False
125,1,2,1,0,False,True,False,False,False,False
300,1,0,1,0,False,False,False,True,True,False
120,4,0,1,0,True,False,False,False,False,False
179,3,26,1,6,False,True,False,False,False,False
115,5,28,2,347,True,False,False,False,False,False
100,3,151,1,105,True,False,False,False,False,False
75,2,94,3,35,False,False,True,False,True,False
240,2,1,1,0,False,True,False,False,False,False
290,3,58,1,188,False,True,False,False,False,False
56,5,76,2,68,True,False,False,False,True,False
95,2,32,1,170,False,True,False,False,True,False
70,1,76,1,293,False,True,False,False,True,False
125,4,8,1,0,False,True,False,False,False,False
195,1,4,1,0,False,True,False,False,False,False
45,1,25,2,335,False,False,True,False,True,False
64,2,0,1,0,False,True,False,False,False,True
50,3,9,1,0,True,False,False,False,True,False
80,3,0,1,0,True,False,False,False,False,False
55,2,197,2,21,True,False,False,False,True,False
1000,5,1,1,0,True,False,False,False,False,False
42,60,1,1,0,False,False,True,False,True,False
80,4,0,1,0,True,False,False,False,True,False
105,1,54,1,365,True,False,False,False,False,False
45,3,11,1,66,True,False,False,False,True,False
125,2,2,1,0,False,True,False,False,False,False
45,2,85,5,333,False,False,True,False,True,False
95,2,10,1,22,True,False,False,False,True,False
190,2,76,1,12,False,True,False,False,False,False
170,4,28,1,364,False,True,False,False,False,False
250,7,0,1,0,True,False,False,False,False,False
54,2,2,1,0,True,False,False,False,True,False
115,2,2,1,362,True,False,False,False,True,False
225,1,83,1,344,False,True,False,False,False,False
83,1,0,1,0,False,True,False,False,True,False
125,30,10,12,0,False,True,False,False,False,False
129,3,93,1,0,True,False,False,False,False,False
135,2,115,1,19,False,True,False,False,False,False
200,20,0,1,0,True,False,False,False,False,False
175,2,12,1,0,True,False,False,False,False,False
55,3,6,1,0,False,False,True,False,True,False
125,1,2,1,0,False,True,False,False,True,False
40,10,12,1,343,True,False,False,False,True,False
50,1,71,3,83,False,False,True,False,True,False
166,1,16,1,0,True,False,False,False,True,False
124,1,118,1,278,False,True,False,False,True,False
65,2,28,1,204,True,False,False,False,True,False
57,1,6,1,1,False,True,False,False,True,False
90,1,254,5,222,True,False,False,False,True,False
130,1,66,2,289,False,True,False,False,True,False
350,4,18,1,0,True,False,False,False,False,False
80,2,7,1,0,False,True,False,False,True,False
70,1,0,1,0,True,False,False,False,False,False
41,7,0,1,0,True,False,False,False,True,False
100,3,74,1,321,False,False,True,False,False,False
500,1,0,1,53,False,True,False,False,False,False
200,3,115,1,243,True,False,False,False,False,False
120,6,17,2,0,False,True,False,False,True,False
170,1,1,3,90,False,False,True,False,True,False
42,15,3,1,0,True,False,False,False,True,False
50,1,38,2,344,False,True,False,False,True,False
170,1,7,1,0,False,True,False,False,False,False
189,1,168,1,347,False,True,False,False,False,False
150,2,11,1,0,False,True,False,False,False,False
77,1,9,1,0,False,True,False,False,True,False
60,5,165,2,261,True,False,False,False,True,False
85,1,2,1,0,False,True,False,False,False,False
85,1,270,5,227,True,False,False,False,True,False
450,6,2,1,0,False,True,False,False,False,False
60,3,8,1,363,False,False,False,False,True,False
95,2,5,1,0,False,True,False,False,False,False
38,1,50,4,267,False,False,False,False,True,False
150,3,0,1,0,False,False,True,False,False,True
125,1,2,1,0,False,False,True,False,False,False
125,2,1,1,0,False,True,False,False,True,False
130,5,0,1,0,False,True,False,False,False,False
59,3,59,2,119,True,False,False,False,True,False
65,2,32,1,16,False,True,False,False,False,False
259,2,222,1,250,True,False,False,False,False,False
60,30,22,1,0,False,True,False,False,True,False
95,2,20,2,191,True,False,False,False,True,False
45,1,1,2,0,True,False,False,False,False,True
133,3,38,1,2,False,True,False,False,False,False
259,2,103,1,34,False,True,False,False,False,False
150,7,40,1,279,True,False,False,False,False,False
139,3,6,1,0,False,True,False,False,False,False
39,3,6,1,0,False,True,False,False,True,False
434,5,1,1,0,False,True,False,False,False,False
500,2,0,1,0,False,True,False,False,False,False
99,3,40,1,128,False,False,True,False,False,False
70,4,57,2,333,True,False,False,False,True,False
88,4,64,1,68,True,False,False,False,True,False
75,3,0,1,0,False,True,False,False,True,False
140,40,59,1,126,True,False,False,False,False,False
80,1,16,2,345,False,True,False,False,True,False
269,30,0,121,337,False,True,False,False,False,False
299,5,4,1,0,False,True,False,False,False,False
195,4,85,1,63,True,False,False,False,False,False
140,3,8,1,0,True,False,False,False,False,False
84,2,0,1,0,False,False,True,False,False,False
70,3,138,1,54,False,False,True,False,True,False
55,1,4,26,365,True,False,False,False,True,False
65,5,1,1,0,True,False,False,False,True,False
45,1,18,26,250,True,False,False,False,True,False
96,14,93,1,73,True,False,False,False,False,False
82,1,228,2,28,False,True,False,False,True,False
150,1,6,1,0,False,True,False,False,False,False
125,3,1,1,0,True,False,False,False,True,False
145,30,60,1,15,False,True,False,False,False,False
169,1,22,1,39,True,False,False,False,False,False
75,1,15,1,355,True,False,False,False,True,False
69,45,1,2,0,True,False,False,False,False,False
45,1,137,9,283,False,False,True,False,True,False
75,7,0,1,0,False,False,True,False,False,False
55,1,143,9,276,False,False,True,False,True,False
55,1,78,9,311,False,False,True,False,True,False
48,1,150,9,323,False,False,True,False,True,False
50,1,99,9,341,False,False,True,False,True,False
56,2,1,1,0,True,False,False,False,True,False
65,28,13,3,319,True,False,False,False,True,False
140,2,74,1,2,True,False,False,False,False,False
95,2,57,1,209,True,False,False,False,True,False
73,2,92,2,177,False,True,False,False,True,False
230,1,0,1,0,False,True,False,False,False,False
180,7,2,2,0,False,True,False,False,False,False
47,7,8,1,0,True,False,False,False,True,False
55,5,5,3,0,False,True,False,False,False,True
125,2,10,2,0,True,False,False,False,False,False
60,2,5,1,0,False,False,True,False,True,False
104,1,0,1,0,False,True,False,False,False,False
169,2,30,1,345,True,False,False,False,False,False
45,30,7,7,124,True,False,False,False,True,False
53,3,1,1,0,True,False,False,False,True,False
150,2,121,1,287,True,False,False,False,False,False
140,1,13,2,0,False,True,False,False,True,False
295,4,0,1,0,False,True,False,False,False,False
98,2,1,2,0,False,True,False,False,True,False
120,3,88,1,49,True,False,False,False,False,False
47,14,19,2,210,False,True,False,False,True,False
129,2,137,2,133,True,False,False,False,False,False
119,2,174,2,65,True,False,False,False,False,False
99,3,0,1,0,True,False,False,False,False,True
50,6,24,1,0,True,False,False,False,True,False
100,20,16,1,49,False,True,False,False,False,False
55,1,3,1,0,True,False,False,False,True,False
155,1,0,1,0,True,False,False,False,True,False
275,3,51,1,0,True,False,False,False,False,False
65,2,6,1,156,True,False,False,False,True,False
170,3,28,1,0,True,False,False,False,False,False
95,2,6,1,173,False,False,False,False,True,False
129,30,0,121,164,False,True,False,False,False,False
175,3,186,1,187,False,True,False,False,False,False
136,30,0,121,349,False,True,False,False,False,False
150,2,19,1,0,True,False,False,False,False,False
75,3,6,1,0,True,False,False,False,False,False
590,1,0,2,0,False,True,False,False,False,False
51,1,2,1,0,True,False,False,False,True,False
899,6,52,2,287,False,True,False,False,False,False
90,7,0,2,0,False,True,False,False,True,False
25,30,8,7,343,True,False,False,False,False,True
65,1,123,2,333,False,False,True,False,True,False
42,1,122,4,340,True,False,False,False,True,False
40,5,12,1,0,True,False,False,False,True,False
60,2,9,4,361,True,False,False,False,True,False
157,3,2,1,0,False,True,False,False,False,False
50,3,15,2,217,True,False,False,False,True,False
55,1,33,2,293,False,False,True,False,True,False
109,30,1,121,184,False,True,False,False,False,False
105,4,131,1,55,True,False,False,False,False,False
150,1,48,3,326,False,True,False,False,False,False
45,14,1,1,0,False,True,False,False,True,False
40,30,5,7,365,True,False,False,False,False,True
105,5,32,2,312,True,False,False,False,True,False
135,30,8,12,282,False,True,False,False,False,False
70,2,77,1,274,True,False,False,False,False,False
120,2,28,1,294,True,False,False,False,False,False
89,1,0,1,0,False,True,False,False,True,False
100,1,5,1,0,False,True,False,False,True,False
125,1,27,1,80,False,True,False,False,True,False
170,1,190,1,260,False,True,False,False,False,False
249,3,5,3,360,True,False,False,False,True,False
350,3,4,1,0,True,False,False,False,False,False
175,30,0,49,365,False,True,False,False,False,False
120,20,0,1,365,True,False,False,False,True,False
230,30,0,49,332,False,True,False,False,False,False
139,3,11,1,0,False,True,False,False,False,False
89,4,5,1,2,True,False,False,False,False,False
159,30,6,52,343,True,False,False,False,False,False
229,30,0,121,184,False,True,False,False,False,False
70,3,67,2,40,True,False,False,False,True,False
169,30,2,121,364,False,True,False,False,False,False
90,1,116,1,76,True,False,False,False,True,False
165,1,0,2,0,False,True,False,False,False,False
305,3,175,1,132,False,True,False,False,False,False
88,29,71,1,95,False,True,False,False,False,False
110,3,69,1,5,False,True,False,False,False,False
42,3,0,1,0,False,False,True,False,False,False
50,27,6,2,0,True,False,False,False,True,False
125,3,3,2,0,True,False,False,False,False,False
80,4,1,1,0,False,True,False,False,True,False
120,1,4,1,0,False,True,False,False,False,False
79,7,1,1,0,True,False,False,False,True,False
190,2,10,1,41,False,True,False,False,False,False
239,30,2,121,186,False,True,False,False,False,False
200,2,29,1,0,False,True,False,False,False,False
200,1,1,1,0,False,False,False,True,False,False
175,7,44,3,193,False,True,False,False,False,False
130,3,129,1,163,True,False,False,False,False,False
95,1,2,1,0,False,True,False,False,False,False
100,4,46,1,284,False,False,True,False,True,False
75,3,1,1,89,False,True,False,False,True,False
74,1,0,1,0,False,True,False,False,True,False
80,1,17,1,0,False,True,False,False,False,True
125,2,125,2,229,True,False,False,False,False,False
97,2,22,1,2,True,False,False,False,False,False
140,3,60,1,37,True,False,False,False,False,False
57,5,14,2,216,True,False,False,False,True,False
175,30,0,49,333,False,True,False,False,False,False
50,3,1,1,0,True,False,False,False,True,False
180,1,1,4,0,False,True,False,False,False,False
180,3,0,1,0,False,False,True,False,False,False
180,2,18,1,29,False,True,False,False,False,False
100,2,13,1,0,True,False,False,False,False,False
175,2,21,1,38,True,False,False,False,False,False
210,3,0,2,0,False,True,False,False,True,False
100,3,3,1,0,False,True,False,False,True,False
55,3,0,2,0,True,False,False,False,False,False
103,6,0,1,0,False,True,False,False,False,False
90,3,34,1,3,False,False,True,False,True,False
150,5,6,3,37,False,True,False,False,False,False
95,2,0,1,0,False,True,False,False,False,False
75,1,91,3,0,False,True,False,False,True,False
150,3,12,1,0,True,False,False,False,False,False
48,15,0,1,0,True,False,False,False,True,False
65,30,8,1,18,True,False,False,False,True,False
27,30,7,7,342,True,False,False,False,False,True
150,2,123,2,263,True,False,False,False,False,False
75,2,53,1,0,False,True,False,False,True,False
80,2,38,3,0,True,False,False,False,True,False
185,2,4,1,0,False,True,False,False,False,False
98,2,12,1,320,True,False,False,False,False,False
165,1,232,4,231,True,False,False,False,False,False
75,4,40,1,0,True,False,False,False,True,False
145,1,3,1,0,False,True,False,False,False,False
135,3,10,1,0,False,True,False,False,False,False
50,2,1,1,0,False,False,True,False,True,False
100,1,25,1,0,False,True,False,False,True,False
100,6,0,1,0,True,False,False,False,True,False
145,2,1,1,0,False,True,False,False,True,False
45,5,0,1,0,False,True,False,False,True,False
120,7,9,1,0,True,False,False,False,False,False
90,2,67,1,211,False,True,False,False,True,False
165,120,7,2,139,False,True,False,False,False,False
175,5,9,1,0,False,True,False,False,False,False
120,2,74,1,333,True,False,False,False,False,False
70,6,9,1,0,True,False,False,False,True,False
110,3,1,1,0,False,True,False,False,False,False
239,30,0,121,186,False,True,False,False,False,False
125,30,8,4,56,False,True,False,False,False,False
150,14,0,1,42,True,False,False,False,False,False
104,3,65,1,0,False,True,False,False,True,False
95,3,0,1,0,False,True,False,False,True,False
210,5,0,1,0,False,True,False,False,False,False
189,30,0,121,365,False,True,False,False,False,False
40,4,1,1,0,True,False,False,False,True,False
100,2,17,1,0,False,True,False,False,False,False
295,4,2,1,0,False,True,False,False,False,False
75,1,123,1,80,False,True,False,False,False,False
34,2,71,5,282,False,False,True,False,True,False
75,3,6,1,0,True,False,False,False,True,False
110,1,85,1,304,False,True,False,False,False,False
185,2,2,1,0,False,True,False,False,False,False
145,6,49,1,76,False,True,False,False,False,False
250,7,34,1,147,False,True,False,False,False,False
145,5,98,2,88,True,False,False,False,False,False
70,6,0,1,0,True,False,False,False,True,False
86,1,3,1,0,False,True,False,False,True,False
120,5,0,1,190,True,False,False,False,False,False
65,3,17,1,280,False,True,False,False,True,False
199,28,17,1,114,False,True,False,False,False,False
55,2,67,2,110,True,False,False,False,True,False
150,2,40,1,0,True,False,False,False,False,False
165,4,0,1,0,True,False,False,False,False,False
100,5,3,1,0,False,True,False,False,False,False
149,2,26,3,360,True,False,False,False,False,False
36,1,1,1,0,False,True,False,False,True,False
50,2,3,5,346,False,False,True,False,True,False
50,2,66,4,180,False,True,False,False,True,False
73,1,4,1,0,False,True,False,False,True,False
100,15,3,2,211,True,False,False,False,False,False
193,1,8,1,0,False,True,False,False,False,False
79,3,4,1,180,False,False,True,False,True,False
60,4,2,1,0,True,False,False,False,True,False
159,1,188,1,157,False,True,False,False,False,False
750,1,6,1,365,True,False,False,False,False,False
235,1,2,1,0,False,True,False,False,True,False
139,30,0,121,360,False,True,False,False,False,False
41,1,124,2,37,False,True,False,False,True,False
220,2,93,2,293,False,True,False,False,False,False
120,360,0,1,365,False,True,False,False,False,False
180,4,5,1,0,False,True,False,False,False,False
185,6,10,1,0,False,True,False,False,False,False
225,2,1,1,0,False,True,False,False,False,False
150,2,9,1,6,True,False,False,False,False,False
74,2,6,1,5,False,False,True,False,True,False
49,1,136,3,200,True,False,False,False,True,False
140,14,1,1,0,False,True,False,False,True,False
180,1,43,1,0,False,True,False,False,False,False
47,1,629,2,333,False,False,True,False,True,False
245,30,1,49,331,False,True,False,False,False,False
115,1,131,1,241,True,False,False,False,False,False
110,2,112,1,162,False,False,False,False,False,False
125,5,26,2,292,True,False,False,False,True,False
150,3,90,2,37,False,True,False,False,False,False
150,30,10,39,241,False,True,False,False,False,False
79,2,78,1,58,True,False,False,False,True,False
120,3,184,2,262,True,False,False,False,False,False
200,1,1,2,0,True,False,False,False,False,False
200,10,1,2,0,True,False,False,False,False,False
165,2,53,3,289,True,False,False,False,False,False
85,6,10,1,36,False,True,False,False,True,False
130,2,4,1,0,False,True,False,False,False,False
85,1,1,1,0,False,True,False,False,True,False
90,3,82,3,351,True,False,False,False,False,False
70,20,2,7,341,False,True,False,False,False,False
40,5,8,1,289,True,False,False,False,True,False
55,7,24,2,0,False,True,False,False,True,False
130,2,210,2,237,False,True,False,False,False,False
60,3,1,1,0,False,True,False,False,True,False
65,1,71,1,0,True,False,False,False,True,False
249,7,107,2,249,False,True,False,False,False,False
500,2,2,1,0,False,True,False,False,False,False
169,1,66,3,231,False,True,False,False,False,False
300,4,0,1,0,True,False,False,False,False,False
95,1,6,1,0,False,True,False,False,False,False
69,1,0,4,334,True,False,False,False,True,False
240,1,0,1,0,True,False,False,False,True,False
120,3,1,1,0,False,True,False,False,False,False
180,4,13,1,4,False,True,False,False,False,False
80,1,200,1,58,False,True,False,False,True,False
90,4,72,1,63,False,True,False,False,True,False
140,4,11,1,38,False,False,True,False,False,False
139,1,3,1,0,False,True,False,False,True,False
47,7,2,1,0,False,True,False,False,True,False
108,7,19,1,21,True,False,False,False,False,False
75,5,85,1,332,False,False,True,False,False,False
50,1,9,2,0,False,False,True,False,True,False
120,2,0,1,0,False,True,False,False,False,False
275,30,4,1,253,False,True,False,False,False,False
65,2,24,1,0,False,True,False,False,True,False
65,5,2,1,159,False,True,False,False,True,False
350,3,0,1,0,True,False,False,False,False,False
132,1,1,1,0,True,False,False,False,False,False
35,1,25,3,55,False,True,False,False,False,True
150,7,0,1,0,False,True,False,False,False,False
75,5,1,1,0,False,True,False,False,True,False
89,3,3,1,0,True,False,False,False,False,False
300,3,0,1,0,False,True,False,False,True,False
50,13,0,1,0,False,True,False,False,True,False
135,1,0,1,0,False,True,False,False,False,False
450,2,9,1,0,False,True,False,False,False,False
80,2,2,1,0,False,True,False,False,False,False
90,1,46,3,16,True,False,False,False,True,False
90,3,1,1,0,False,True,False,False,False,False
125,5,6,1,157,False,False,True,False,False,False
50,1,2,4,0,True,False,False,False,True,False
150,3,34,1,0,True,False,False,False,False,False
95,1,2,2,0,False,True,False,False,True,False
125,1,9,1,0,True,False,False,False,False,False
120,1,1,2,0,False,False,True,False,False,False
400,3,124,1,245,False,True,False,False,False,False
201,1,162,2,73,False,True,False,False,False,False
50,2,38,1,98,True,False,False,False,True,False
199,2,5,1,0,False,True,False,False,False,False
49,5,0,1,0,True,False,False,False,True,False
185,5,14,1,4,False,True,False,False,False,False
85,1,8,1,364,True,False,False,False,True,False
89,1,0,1,0,True,False,False,False,False,False
60,1,3,1,0,True,False,False,False,True,False
132,30,5,12,220,False,True,False,False,False,False
125,2,0,1,0,True,False,False,False,False,False
100,1,10,1,0,True,False,False,False,False,False
304,30,0,3,176,False,True,False,False,False,False
100,30,4,1,0,True,False,False,False,False,False
300,2,8,1,181,False,True,False,False,False,False
300,3,3,1,0,False,True,False,False,False,False
39,4,9,1,0,False,False,True,False,True,False
179,1,9,1,189,False,True,False,False,False,False
20,3,3,1,0,False,False,True,False,False,True
120,2,2,1,0,False,True,False,False,False,False
82,5,0,1,0,False,True,False,False,True,False
170,1,137,2,289,False,True,False,False,False,False
120,1,206,1,278,False,True,False,False,False,False
75,2,42,1,0,True,False,False,False,True,False
110,2,50,1,0,True,False,False,False,False,False
177,2,123,2,261,False,True,False,False,False,False
180,1,10,1,175,False,True,False,False,True,False
70,1,1,1,364,False,False,True,False,True,False
325,2,9,1,0,False,True,False,False,False,False
165,1,193,1,213,False,True,False,False,True,False
159,1,0,3,365,False,True,False,False,True,False
230,30,0,121,363,False,True,False,False,False,False
159,1,1,3,365,False,True,False,False,True,False
250,28,4,1,0,True,False,False,False,False,False
119,1,7,1,0,True,False,False,False,False,False
239,30,0,121,363,False,True,False,False,False,False
80,1,17,1,0,True,False,False,False,False,False
250,5,12,1,20,False,True,False,False,False,False
125,3,93,1,23,True,False,False,False,False,False
150,5,30,1,284,True,False,False,False,False,False
50,3,71,2,2,True,False,False,False,True,False
47,2,138,2,353,False,False,False,False,True,False
150,4,1,1,0,True,False,False,False,False,False
299,1,177,1,91,False,True,False,False,False,False
142,20,0,1,0,False,True,False,False,False,False
88,2,132,1,14,False,False,True,False,True,False
800,5,0,1,0,False,True,False,False,True,False
85,90,0,1,0,True,False,False,False,False,False
169,1,9,2,89,False,True,False,False,True,False
110,2,104,2,155,True,False,False,False,False,False
110,2,122,2,159,True,False,False,False,False,False
78,5,2,1,0,False,True,False,False,False,False
46,1,0,1,0,True,False,False,False,True,False
150,3,12,2,1,False,True,False,False,False,False
199,2,1,1,0,False,True,False,False,False,False
125,2,15,1,0,False,True,False,False,False,False
650,3,130,2,235,False,True,False,False,False,False
58,6,76,5,279,False,False,True,False,True,False
145,21,0,1,0,False,True,False,False,False,False
98,14,9,1,6,True,False,False,False,False,False
40,7,23,1,130,True,False,False,False,True,False
135,2,123,1,124,False,True,False,False,True,False
250,13,9,1,44,False,True,False,False,False,False
130,2,4,1,0,True,False,False,False,False,False
60,2,54,1,0,True,False,False,False,True,False
465,3,46,2,325,False,True,False,False,False,False
126,1,3,1,0,False,True,False,False,False,False
139,3,18,1,0,False,True,False,False,False,False
40,1,1,1,0,False,True,False,False,False,False
99,30,7,1,0,True,False,False,False,False,False
82,3,0,1,0,True,False,False,False,True,False
185,2,3,1,0,True,False,False,False,False,False
60,7,6,2,0,False,True,False,False,True,False
94,30,3,3,355,True,False,False,False,False,False
134,2,2,2,0,True,False,False,False,False,False
70,3,6,2,233,False,True,False,False,True,False
90,2,66,1,0,False,True,False,False,True,False
115,1,1,2,0,True,False,False,False,False,False
245,10,6,1,0,False,True,False,False,False,False
375,1,110,1,134,False,True,False,False,False,False
75,2,161,1,183,True,False,False,False,False,False
150,2,2,1,0,False,True,False,False,True,False
159,1,0,1,0,False,False,False,False,False,False
40,15,0,5,342,True,False,False,False,True,False
57,1,10,2,0,True,False,False,False,True,False
425,5,1,1,0,False,True,False,False,False,False
65,1,11,1,0,False,True,False,False,True,False
65,15,1,1,0,True,False,False,False,True,False
75,14,3,1,0,True,False,False,False,True,False
100,1,8,1,0,False,True,False,False,False,False
77,2,1,1,364,False,False,True,False,True,False
165,4,10,1,0,True,False,False,False,False,False
190,4,1,1,0,False,True,False,False,False,False
190,2,119,1,78,False,True,False,False,False,False
45,3,7,2,0,True,False,False,False,True,False
72,30,11,1,251,True,False,False,False,False,False
230,3,52,2,325,False,True,False,False,False,False
250,5,33,1,28,False,True,False,False,False,False
140,4,1,2,223,False,True,False,False,False,False
99,30,0,1,0,False,True,False,False,False,False
99,2,3,1,0,True,False,False,False,True,False
140,7,31,1,209,True,False,False,False,False,False
181,4,4,2,188,True,False,False,False,False,False
165,2,166,1,8,True,False,False,False,False,False
175,3,14,1,51,False,True,False,False,False,False
100,6,1,1,0,True,False,False,False,False,False
209,1,178,1,228,True,False,False,False,False,False
50,7,4,1,0,True,False,False,False,True,False
80,2,3,1,0,False,True,False,False,False,False
75,1,59,2,354,False,False,False,False,True,False
125,1,1,1,0,False,True,False,False,False,False
70,1,1,1,0,False,False,True,False,False,False
180,1,0,2,0,False,False,True,False,True,False
100,2,7,1,310,True,False,False,False,True,False
200,8,2,1,0,True,False,False,False,False,False
100,30,3,1,0,False,True,False,False,False,False
144,2,13,1,288,False,False,True,False,False,False
42,3,0,1,0,True,False,False,False,True,False
95,1,13,2,0,False,True,False,False,True,False
220,2,3,2,0,False,True,False,False,False,False
209,3,7,1,317,False,True,False,False,True,False
118,3,5,2,0,True,False,False,False,True,False
50,5,28,2,0,True,False,False,False,True,False
200,5,5,1,0,False,True,False,False,False,False
161,2,21,3,2,True,False,False,False,False,False
110,2,24,1,0,True,False,False,False,False,False
104,30,5,8,156,False,True,False,False,False,False
200,1,1,1,0,True,False,False,False,False,False
99,1,5,1,0,True,False,False,False,True,False
80,5,12,1,0,True,False,False,False,False,False
400,1,3,1,0,False,True,False,False,False,False
98,4,3,3,0,True,False,False,False,False,False
63,2,2,1,0,True,False,False,False,True,False
69,2,75,2,249,True,False,False,False,True,False
89,1,16,1,36,False,False,True,False,False,False
99,4,4,1,0,False,False,True,False,False,False
150,4,76,2,274,True,False,False,False,False,False
199,2,6,1,73,True,False,False,False,False,False
120,20,0,1,0,False,True,False,False,False,False
300,3,25,3,0,False,True,False,False,False,False
40,1,3,1,0,True,False,False,False,True,False
100,2,22,1,0,True,False,False,False,True,False
170,2,127,2,236,True,False,False,False,False,False
120,8,6,1,0,False,True,False,False,False,False
60,1,145,3,313,True,False,False,False,True,False
90,7,7,1,269,False,True,False,False,False,False
60,5,1,1,0,False,True,False,False,True,False
170,3,11,1,0,False,True,False,False,False,False
75,1,0,1,1,False,True,False,False,True,False
139,3,10,1,0,True,False,False,False,False,False
90,3,6,1,0,True,False,False,False,True,False
55,4,14,1,8,False,True,False,False,True,False
296,2,24,1,0,False,True,False,False,False,False
150,2,9,1,89,False,True,False,False,False,False
139,3,30,1,357,False,False,False,False,False,False
249,4,0,2,0,False,True,False,False,True,False
205,3,2,1,0,False,True,False,False,False,False
90,2,2,1,0,True,False,False,False,False,False
25,30,5,7,365,True,False,False,False,False,True
65,30,32,1,67,False,False,True,False,False,False
140,29,12,1,339,True,False,False,False,False,False
110,3,4,1,0,False,True,False,False,False,False
120,5,79,2,307,False,True,False,False,False,False
110,2,2,2,188,False,True,False,False,True,False
200,30,68,2,365,False,False,True,False,False,False
205,2,1,1,0,False,True,False,False,False,False
183,1,1,1,0,False,True,False,False,False,False
70,2,47,1,54,True,False,False,False,True,False
90,14,7,1,0,True,False,False,False,False,False
375,1,23,2,364,True,False,False,False,False,False
50,3,6,1,10,True,False,False,False,True,False
199,1,49,1,230,False,True,False,False,True,False
285,31,5,1,365,False,True,False,False,False,False
72,4,100,6,113,True,False,False,False,True,False
36,15,14,1,15,True,False,False,False,True,False
84,2,48,2,263,True,False,False,False,True,False
130,2,16,1,262,True,False,False,False,True,False
285,4,1,3,0,False,True,False,False,False,False
465,3,74,1,62,False,True,False,False,False,False
165,5,201,2,212,True,False,False,False,False,False
156,30,1,96,252,False,True,False,False,False,False
191,30,0,96,341,False,True,False,False,False,False
160,14,1,1,0,True,False,False,False,False,False
305,1,0,2,0,False,True,False,False,False,False
200,1,52,1,74,False,True,False,False,False,False
260,3,4,2,0,True,False,False,False,False,False
105,5,0,2,0,False,True,False,False,True,False
79,4,0,1,0,True,False,False,False,True,False
120,5,125,2,177,False,True,False,False,True,False
65,3,2,1,356,False,False,False,False,True,False
100,2,151,1,0,False,True,False,False,True,False
127,1,7,1,0,True,False,False,False,False,False
49,2,21,2,311,False,False,True,False,True,False
108,1,11,1,0,False,True,False,False,True,False
121,30,0,1,0,False,True,False,False,False,False
34,5,34,1,7,True,False,False,False,True,False
180,4,0,1,0,False,True,False,False,False,False
